TEAM NAMES,Series Number,Filename,Name,Description,Gender,Attributes,UUID
,219,vampire-girl,vampire girl,She dresses up as a vampire every haloween.,Female,hair: puff-puff; eyes: blue; teeth: two; clothing: blouse; accessories: none; expression: bite; strength: biting; weakness: none,3bba4477-d84a-440f-af66-12690ea8b2e4
,220,yusuf-the-smoker,yusuf the smoker,A chronic smoker with damaged lungs.,Male,hair: cap; eyes: dark-brown; teeth: smoke; clothing: shirt; accessories: fashion; expression: smile; strength: dressing; weakness: smoking,2af7b970-e212-4627-b818-13c00c8d3a72
TEAM TAPE,221,lola-hng-newbie,lola hng newbie,A confused hng participant that cannot understand her project.,Female,hair: brown; eyes: white; teeth: white; clothing: ankara; accessories: none; expression: surprised; strength: none; weakness: confused,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7
,222,nene-caroline,nene caroline,A housewife that loves taking care of her family.,Female,hair: brown; eyes: white; teeth: none; clothing:ankara; accessories: none; expression: calm; strength: loving; weakness: novice,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e
,223,wazo-partystopper,wazo partystopper,A Nigerian aunty that loves to attend owambe parties.,Female,hair: black; eyes: white; teeth: none; clothing: aso oke;  accessories: none; expression: proud; strength: energetic; weakness: none,77237cce-bae0-4d60-adad-27055f0eed39
,224,melanin-janet,melanin janet,A young lady with a soft personality.,Female,hair: brownish pink; eyes: white; teeth: none; clothing: english-ankara; accessories: none; expression: none; strength: calm; weakness: none,a5a2854e-a850-4b15-b3c3-176a79b2d34b
,225,leo-sugarmummy,leo sugarmummy,A middle age wild yankee returnee.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: leopard skin; accessories: none; expression: wild; strength: none; weakness: none,7ec03993-f500-4a41-aa3c-a73df7a0fbed
,226,novice-joane,novice joane,A princess worried about finding true love.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: worried; strength: diligent; weakness: easily initimidated,a5d49163-41b1-43fe-ad7f-0c78ef530b1a
,227,goofy-simbi,goofy simbi,An eccentric teenager that loves music.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: indifferent; strength: none; weakness: unconventional behaviour,df7dc588-f99c-4592-84f6-08b40047d9d1
,228,akwaaba-ghana,akwaaba ghana,A depressed gothic introvert.,Female,hair: purple; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: depressed; strength: none; weakness: weak,d1e8b38b-994b-487c-890b-9034d3ab7dcb
,229,aunty-toyin,aunty toyin,An oversabi family member.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: carefree; strength: audacious; weakness: none,1326ef4b-224a-497e-9452-e63a4486e387
,230,pretty-hauwa,pretty hauwa,A young bride involved in an early marriage.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: self-sufficient; strength: diligent; weakness: uncritical,7c771f82-a512-403c-91b9-6736318a8796
,231,chimamanda-enugu,chimamanda enugu,A young lady born during the war.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: none; strength: none; weakness: none,eaad5c98-3f85-4480-9c4e-b73340cfba4f
,232,kente-solape,kente solape,A respectful and diligent princess.,Female,hair: black; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: blanch; strength: bold; weakness: none,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195
,233,vamp-karishika,vamp karishika,Queen of the royal Ghana youths,Female,hair: brown; eyes: black; teeth: white; clothing: gele; accessories: none; expression: shocked; strength: tough; weakness: bossy,c4ee8a54-0874-4a7f-8344-dea8ba41f5dc
,234,genz-monique,genz monique,A sassy lady with her own vibe.,Female,hair: pinkish-brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: despiteful; strength: none; weakness: none,b5328f13-b918-4e76-8d4c-8b4aec5eb5fe
,235,femi-boltz,femi boltz,A driver hustling his way through life.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,03e8d36d-5bdc-4da4-8f64-c1738eb9d1db
,236,agba-tech,agba tech,A tech bro that loves to party but has bad communication skill.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,403f28a0-6aa7-4f80-997f-b0982c169baa
,237,brian-richkid,brian richkid,A trust fund baby that does not know how to manage money.,Male,hair: black; eyes: blue; teeth: none ; clothing: ankara; accessories: none; expression: proud ; strength: smart; weakness: none,9d945d79-dd2d-4755-b9c7-bff837be8557
,238,nandi-zulu,nandi zulu,A fierce African Queen.,Female,hair: pumpkin; eyes: brown; teeth: none; clothing: animal skin; accessories: none; expression: energetic; strength: smart; weakness: none,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39
,239,ade-demon,ade demon,A Lekki playboy that makes money from crypto.,Male,hair: none; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,0be2d50b-3e57-4e39-a199-b211d2be860c
,240,karim-rapper,karim rapper,A young and proud Lagos rapper.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3
TEAM AXLE,241,bobo-alinco,bobo alinco,Alinco always in the mood for play.,Male,hair: orange; eyes: black; teeth: rabbit front teeth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: good listener; weakness: mostly unserious and plays roughly a lot,17e90692-26ec-4ac5-8613-d87d00278d37
,242,chi-lastborn,chi lastborn,Baby of the house; the lastborn of an average Nigerian family.,Female,hair: black; eyes: blue bold eyes; teeth: none; clothing: animal print gown; accessories: none; expression: teary; strength: truthful; weakness: cannot keep a secret,187b9001-81a7-421b-aeea-ba64f930f6c3
,243,uju-robo-robo,uju robo robo,An aso-oke business woman at Balogun market.,Female,hair: black; eyes: black and grey; teeth: missing two front tooth; clothing: grey and mixed color patterned ankara; accessories: ankara beret; expression: astonished; strength: business acumen; weakness: hot tempered,8b98de66-9a2b-4229-b0d9-297b2906f548
,244,yetunde-anifowose,yetunde anifowose,Old money lady who was in UK before UK was UK.,Female,hair: brown; eyes: brown; teeth: none; clothing: blue ankara; accessories: tobacco pipe; expression: serious; strength: wealthy; weakness: condescending,5646daa8-2619-46a5-ac93-9a49f862729a
,245,dumebi-jjc,dumebi jjc,Newly admitted to the university; looking for freedom from her parents.,Female,hair: orange hair in two side buns; eyes: black; teeth: none; clothing: ankara blouse; accessories: none; expression: innocent; strength: curiousity; weakness: gullible,ed0148f9-491b-44e5-9b3b-07d3e8a48efe
,246,ukwu-nengi,ukwu nengi,Well endowed woman who will always make heads turn.,Female,"hair: dark brown; eyes: black and grey; teeth: none; clothing: orange, blue, yellow and black ankara; accessories: none; expression: straight faced; strength: smart; weakness: cunny",32a9fc99-8b86-407d-9d66-2c9aaa8200e8
,247,nonso-malay,nonso malay,Nonso Malay is an enterprising man who made his fortune after he travelled abroad.,Male,hair: orange; eyes: squint; teeth: none and moustache; clothing: agbada; accessories: none; expression: mischevious smile; strength: action person; weakness: doesn't trust anyone,573f741e-7dfd-4145-a532-2cbf0194c5bd
,248,saro-texaco,saro texaco,An oil tycoon who dominates.,Male,hair: none; eyes: black; teeth: white; clothing: agbada; accessories: cap; expression: smiling; strength: negotiations; weakness: stingy,ba8a51d0-24d6-43fe-bf56-12eb50f6fc4a
,249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence.,Male,hair: none; eyes: black; teeth: rabbit front teeth; clothing: brown polo and blue pinafore; accessories: cap; expression: angry; strength: physically fit; weakness: short-tempered,70875603-9e90-467f-9d44-af15f71b70e9
,250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life.,Male,hair: none; eyes: black; teeth: missing two front teeth; clothing: green polo and blue pinafore; accessories: chewing stick and bandana; expression: hopeful; strength: optimistic; weakness: over promises a lot,afaa2a41-1bc0-47bf-acef-d9638d6c5369
,251,osaz-benz,osaz benz,Osaz benz is an Edo born car dealer who buys only Mercedes Benz cars for his clients.,Male,hair: red; eyes: black; teeth: gold tooth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: technology savy; weakness:reckless,a11e8485-d8dd-4970-b0d3-cde7ab9f53e3
,252,kareem-kasanova,kareem kasanova,Abuja big boy; he has sweet mouth for wooing ladies.,Male,hair: none; eyes: black; teeth: none; clothing: agbada; accessories: bubble gum and cap; expression: charming; strength: chivalry; weakness: unfaithful,9b765dd9-5d2f-4050-9583-4200e4b2d5d4
,253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo.,Male,hair: none; eyes: cyan and left side eyed; teeth: none; clothing: chieftancy; accessories: candy bar; expression: joyful; strength: wealthy; weakness: loves women a lot,6ae4ca87-8d71-48e5-8098-fc5241a0ba36
,254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china.,Male,hair: none; eyes: cyan; teeth: none; clothing: wrapper; accessories: none; expression:smirking; strength:business acumen; weakness:brags a lot,76a09cf1-b5fd-4bc0-bf61-0c0b9024b264
,255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan.,Male,hair: none; eyes: black; teeth: missing two teeth; clothing: ankara native top; accessories: chewing stick; expression: lighthearted; strength: wisdom; weakness: talks too much,8b8d34d0-3d41-4170-aa3f-755beae83b00
,256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state.,Male,hair: none; eyes: squint; teeth: gold tooth; clothing: agbada; accessories: cap; expression: grinning; strength: persuasive speaker; weakness: manipulative,048f1180-33be-4a58-881e-22e7f0f96455
,257,koffi-banku,koffi banku,He loves food so much and doesnt joke with his meal time.,Male,hair: orange afro hairstyle; eyes: azure and bold; teeth: missing two front teeth; clothing: wearing ankara print with white inner; accessories: none; expression: anticipating; strength: cooks well; weakness: always hungry for food,9699105f-607a-4c0b-81c0-373c6d35f4fe
,258,alhaji-bello,alhaji bello,Rich Hausa business mongul controlling half of cow production in Nigeria.,Male,hair: none; eyes: squinting; teeth: missing a front tooth; clothing: ankara agbada; accessories: cap; expression: smiling; strength: wealthy; weakness: dishonest,1f0839dd-b4c9-4adb-9328-a2b4ceff999b
,259,toju-mafejopami,toju mafejopami,Toju is a street hustler does not like stress.,Male,hair: none; eyes: closed; teeth: white with one gold tooth; clothing: yellow shirt with a blue jean pinafore; accessories: cap; expression: sleeping; strength: street smart; weakness: nonchalance,3c733806-3fd3-4c49-afd1-97f6a0802485
,260,femi-maserati,femi maserati,Rich kid who resides in lekki; known by everybody because he drives a maserati.,Male,hair: none; eyes: black and side eyed; teeth: white; clothing: green polo and blue pinafore; accessories: bandana; expression: confident; strength: relatable and easily makes friends; weakness: shouts a lot,dc5bb7ae-6280-4038-a0cc-6f7ba98bc5cf
TEAM POWERDRILL,261,paul-the-comedian,paul the comedian,Paul is a funny man; he always makes great jokes at parties.,Male,hair:black; eyes: glasses; teeth: none; clothing: black and yellow v neck; expression: cool; strength: trustworthiness; weakness: slow,f8112915-64ca-41e5-9ca4-5b60c47d7a01
,262,amina-lagos-housewife,amina lagos housewife,Amina is always showing the rich housewife vibes.,Female,hair:red; eyes: blue; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: straight face; strength: fashionista; weakness: exorbitant ,5612f542-d85e-4a2c-8661-20553dfd07bf
,263,kiekie-the-asoebibella,kiekie the asoebibella,Kiekie is classfied as the life of the party.,Female,hair: purple; eyes: grey; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: smile; strength: helpful; weakness: none,097014d5-0ef3-46f5-9a9b-5c01f70114b3
,264,kunle-the-hunter,kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye.,Male,hair:black; eyes: blue; teeth: none; clothing: one handed yellow ankara; accessories: none; expression: smile; strength: fast; weakness: cannot speak english,b0310fc2-4bed-48e5-abfc-566c964786d7
,265,amara-the-hairstylist,amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,hair:purple; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: multitasker; weakness: unfriendly,412345b9-7e04-4102-af7c-5458721ac64d
,266,mary-nail-technician,mary nail technician,Mary makes magic with her press-on nails.,Female,hair:red; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: hustler; weakness: uncoordinated,17ea9c3b-c90f-4023-84d6-d563c098b030
,267,odogwu-oil-contractor,odogwu oil contractor,"From malaysia to kaduna, odogwu's oil is known.",Male,hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; accessories: none; expression: none; strength: hustler; weakness: taking criticism ,b503bbfb-f972-4d4a-9352-e9dfe6671d36
,268,simisola-the-kenteprincess,simisola the kenteprincess,Simisola rocks kente even in swim outfits.,Female,hair:brown; eyes: blue; teeth: none; clothing: multicolour yellow kente; accessories: none; expression: smiling; strength: patience; weakness: self-criticism,45843017-b421-4413-8e35-7a6ef073f2b9
,269,mariam-beauty-queen,mariam beauty queen,Beauty is a fairy tale where mariam appears.,Female,hair:orange; eyes: grey; teeth: none; clothing: multicolour yellow kente; accessories: none; expression: straight face; strength: disciplined; weakness: inability to delegate,b7d96d97-84c2-485f-b60e-e4e86c4d3b34
,270,obinna-the-musician,obinna the musician,Obinna might never be an a-list artist.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: red v-neck ankara; accessories: none; expression: none; strength: delegation; weakness: lack of experience,afdb0299-327c-46b2-9262-faf90f0fcd12
,271,sandra-the-shybaby,sandra the shybaby,Sandra is a shy woman even at parties.,Female,hair:orange; eyes: blue; teeth: none; clothing: yellow off shoulder; accessories: none; expression: none; strength: friendly; weakness: shyness,bfed40a8-74f7-4ada-ae18-975130247efa
,272,chiamaka-the-dancer,chiamaka the dancer,Chiamaka dances so well and earned the guinness world record.,Female,hair:black; eyes: grey; teeth: none; clothing: yellow off shoulder; accessories: none; expression: none; strength: creativity; weakness: lack of confidence,43c49497-8d7b-42ef-bb29-769f6c3b0ada
,273,mensah-fashion-icon,mensah fashion icon,Mensah outfits are always giving us christopher hemsworth vibes.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: gold with kente; accessories: none; expression: none; strength: public speaking; weakness: lack of experience,87ada09b-38ac-475c-8d46-18680c2dc795
,274,lucy-the-fumigator,lucy the fumigator,Lucy is nicknamed the pest exterminator.,Female,hair:red; eyes: blue; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: determination; weakness: self-criticism,c7269d44-aab3-41e7-a54f-18a14f575a6b
,275,nneka-wedding-planner,nneka wedding planner,Nneka plans the best weddings with great details.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: hard worker; weakness:analytical skills,31ac6b7a-e378-4dc3-999d-b9e8d8473f99
,276,shakira-the-gangster,shakira the gangster,Shakira is the most feared criminal.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: gold and brown; accessories: none; expression: none; strength: intentional; weakness: rash in decision making,dbdc1351-aa07-46e2-935f-2db071b1b23d
,277,lola-afropopping-princess,lola afropopping princess,Lola loves to lick lollipops like; she is everyones afropop queen.,Female,hair:brown afro; eyes: closed; teeth: none; clothing: black ankara; accessories: none; expression: none; strength: great communicator; weakness:writing,2f5cadae-e423-4478-8220-37b3ac144169
,278,sharon-walking-dead,sharon walking dead,sharon cannot work under pressure; she is a soft babe.,Female,hair:dark brown; eyes: closed; teeth: open teeth; clothing: blue ankara; accessories: none; expression: loud; strength: people skills; weakness:empathy,1fc37341-7dd1-480c-a01b-a63bee0a2230
,279,olivia-great-teacher,olivia great teacher,Students enjoys olivia's classes.,Female,hair:dark brown; eyes: closed; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: empathy; weakness: computer literacy ,cfc4419e-bd46-40f6-9654-632ac1138ff1
,280,nicole-sleep-warrior,nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; accessories: none; expression: none; strength: leadership; weakness: initiative ,710ae821-4603-4124-bd60-a33b515b3b8d
TEAM HYDRAULICS,281,busola-the-shakara,busola the shakara,She is a fashion icon that loves luxurious items.,Female,hair: brown; eyes: shades; teeth: closed; clothing: yellow and blue ankara; accessories: shades; expression: passive; strength: confident; weakness: over spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875
,282,bella-the-artist,bella the artist,A lady that host a fashion week show,Female,hair: blond; eyes: shades; teeth: closed; clothing: black and yellow ankara; accessories: shades; expression: straight face; strength: creativity; weakness: perfectionist,48772412-dacb-4984-9e82-8d24fe101265
,283,queen-the-extrovert,queen the extrovert,A woman who enjoys being high all the time,Female,hair: brown; eyes: shades; teeth: closed; clothing: multi colored ankara; accessories: shades and smoking pipe; expression: sassy; strength: self assured; weakness: conceited,1712532a-20d9-4ccb-8582-bffd76c9fb67
,284,mary-toxic-lady,mary toxic lady,A lady who is toxic around people,Female,hair: two buns; eyes: shades; teeth: white; clothing: animal prints; accessories: shades; expression: angry; strength: bully; weakness: insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a
,285,elizabeth-the-richkid,elizabeth the richkid,A university undergraduate from a rich background,Male,hair: blond; eyes: shades; teeth: closed; clothing: blacktop; accessories: shades; expression: straight face; strength: wealth; weakness: lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876
,286,larry-the-westerner,larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,hair: covered; eyes: white; teeth: closed; clothing: purple and yellow agbada; accessories: cap and smoking pipe; expression: passive; strength: likes to be in control; weakness: lazy,d4984fa6-dabf-409f-839f-76742ec71500
,287,danjuma-the-shocked,danjuma the shocked,A pensioneer who got told his bank is on distress,Male,hair: covered; eyes: white; teeth: white; clothing: wrapper across one shoulder; accessories: cap; expression: shocked; strength: hard worker; weakness: shyness,0187ca7f-f3b1-42ae-9e17-c46d58617608
,288,yomi-the-fashionista,yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,hair: covered; eyes: white; teeth: white; clothing: wrapper across one shoulder; accessories: cap; expression: shocked; strength: hard worker; weakness: lack of wealth,16d256ba-dc4e-4559-ae41-59779f351ad3
,289,ibu-the-importer,ibu the importer,A rich man who steps on people's toes,Male,hair: covered; eyes: light blue; teeth: white and a gold tooth; clothing: isi-agu; accessories: cap; expression: straight face; strength: wealth; weakness: irrational,d3edc876-3f2f-4699-a376-0787bb06c5d5
,290,massa-the-ghanian,massa the ghanian,A rich trader who loves giving back to the community,Male,hair: covered; eyes: closed; teeth: white; clothing: akan; accessories: cap; expression: happy; strength: wealth; weakness: irrational,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8
,291,james-the-musician,james the musician,A Nigerian based musician who host shows,Male,hair: brown; eyes: closed; teeth: white; clothing: akan; accessories: none; expression: happy; strength: good voice; weakness: womanizer,0d4ad447-3836-47cd-8387-066b200cda01
,292,gbenga-titled-man,gbenga titled man,A chief who is very ambitious in his pursuits for fame,Male,hair: covered; eyes: light blue; teeth: white with a gold tooth; clothing: akan; accessories: none; expression: emotional; strength: friendly; weakness: deceitful,dc6c1a39-ec78-44ca-8296-68c6de7b5de4
,293,abaga-the-rapper,abaga the rapper,A flashy millionaire and a music rapper,Male,hair: covered;eyes: closed; teeth: white; clothing: dongri and yellow t-shirt; accessories: cap; expression: happy; strength: wealth; weakness: recklessness,c428411c-5a06-4b74-bd17-e53b76f9fc6c
,294,izuchukwu-the-fisherman,izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,hair: covered; eyes: closed; teeth: white with a gap tooth; clothing: green shirt; accessories: cap; expression: dozzy; strength: great body-build; weakness: drunkard,15e1caf2-06b3-45d8-9b35-f95965b64e34
,295,mark-the-philanthropist,mark the philanthropist,A London based philantropist.,Male,hair: brown; eyes: white; teeth: closed; clothing: white and blue shirt; accessories: none; expression: irritated; strength: philanthropist; weakness: anger issues,b48cbd98-96c2-4ec4-9d17-2c798be5b90f
,296,desmond-the-politician,desmond the politician,A young politician who just became a minister,Male,hair: covered; eyes: grey; teeth: closed; clothing: yellow and purple agbada; accessories: ila; expression: smirk; strength: team player; weakness: deceitful,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6
,297,okoro-the-bachelor,okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,hair: covered; eyes: grey; teeth: white and a gold tooth; clothing: wrapper across one shoulder; accessories: cap; expression: pretense; strength: motivated; weakness: poor,e441439d-49a3-41eb-bf9d-3c7f98c268bf
,298,saro-the-clothemaker,saro the clothemaker,The yoruba man that stole the king's wife.,Male,hair: covered; eyes: grey; teeth: white; clothing: red and yellow agbada; accessories: cap; expression: straight face; strength: good-looking; weakness: womanizer,7e10af4e-1252-4f96-83a8-78411e152bae
,299,kalu-the-ichie,kalu the ichie,A man of wealth with afluence spreading all over the east,Male,hair: covered; eyes: sky-blue; teeth: white; clothing: orange plain and pattern shirt; accessories: cap; expression: happy; strength: wealth; weakness: pride,482ab247-73a4-4ff8-9172-732f3d0729b8
,300,tamuno-the-prince,tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,hair: covered; eyes: sky-blue; teeth: closed; clothing: akan;  accessories: cap; expression: straight-face; strength: caring; weakness: easily deceived,108447d1-f2d5-4816-8ebb-599286c3fabf
TEAM SCALE,301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,hair: dark red; eyes: blue; teeth:none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ,1d51d23f-912a-4616-b265-2a4fd8f48260
,302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ,4fc5ee8f-6b10-4a06-a799-317c9a8344e2
,303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: smoking pipe; expression: high; strength: none; weakness: none ,55aa2446-52d0-4b4e-af61-788784a29d8d
,304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,hair: pink; eyes: blue; teeth: white teeth; clothing: yellow ankara; accessories: none; expression: angry; strength: none; weakness: none ,678c63f7-69a5-4082-9dd2-cabf9234dbc4
,305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,hair: brown; eyes: blue; teeth: none; clothing: ankara designed with yellow red and green; accessories: none; expression: tired; strength: none; weakness: none ,2275b7d4-fee8-483f-adfb-517ec3f25f3d
,306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,hair: black; eyes: blue; teeth: none; clothing: wolf skin ankara; accessories: headgear; expression: shocked; strength: none; weakness: none ,86decb02-71e9-4826-bfdd-611db2f9d95e
,307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,hair: red; eyes: covered eyes; teeth: none; clothing: black ankara with bright design; accessories: none; expression: calm; strength: none; weakness: none ,9d6d17db-eca7-462c-b975-214a93198914
,308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique decorations for her mansion in Idi-Iroko.,Female,hair: purple hair; eyes: covered eyes; teeth: none; clothing: blue one-armed dress; accessories: none; expression: happy; strength: none; weakness: none ,baab2dff-73fc-44f8-9c1b-3473018a1e32
,309,asante-the -warrior,asante the warrior,Asante came from a long line of warriors in Ghana.,Female,hair: pink braids; eyes: covered eyes; teeth: none; clothing: one-armed brightly colored dress; accessories: none; expression: calm; strength: none; weakness: none ,c7a25f63-441e-49db-9718-6f48dfcb6b7d
,310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day.,Female,hair: pink; eyes: covered eyes; teeth: none; clothing: multi colored ankara; accessories: none; expression:calm; strength: none; weakness: none,10d02fba-84c8-40bd-b7d6-f27d9431be7f
,311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,hair: dark brown; eyes: brown eyes; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ,196bd3ac-165d-4c28-bb43-fdc4e95d3e7b
,312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block.,Female,hair: pink; eyes: brown; teeth: none; clothing: multi-colored ankara; accessories: smoking pipe; expression: strong; strength: none; weakness: none ,10f44a39-9d46-43e1-a650-b288fcef2564
,313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,hair: brown; eyes: brown; teeth :none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ,0775764b-bd66-45eb-95db-ed0bc3b4ce96
,314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts.,Female,hair: brown; eyes: brown; teeth: none; clothing: yellow ankara; accessories: none; expression: calm; strength: none; weakness: none ,f937a43e-4068-4239-81fc-2d38b805bb24
,315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum.,Female,hair: pink; eyes: brown eyes; teeth: white teeth; clothing: yellow green and red ankara; accessories: none; expression: furious; strength: none; weakness: none ,ad9e356a-eac3-4b88-ab26-d5b160480f79
,316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation.,Female,hair: grey; eyes: covered eyes; teeth: none; clothing: black ankara with bright designs; accessories: yellow glasses; expression: hip; strength: none; weakness: none ,328fcef2-81c3-4620-9446-c472ba7495ea
,317,janet -is always -found singing ,janet the singer,Janet is always found singing in whatever activity she’s doing.,Female,hair: purple; eyes: covered eyes; teeth: none; clothing: yellow and blue ankara; accessories: yellow glasses; expression: cool; strength: none; weakness: none ,50393214-af0c-4e21-88f7-5c031c46a8b4
,318,emi-the-reggae-girl,emi the reggae girl,EMi is a beautiful dancer; she rules the reggae world.,Female,hair:pink braids; eyes: covered eyes; teeth: none; clothing: multicolored ankara; accessories: yellow glasses; expression: happy; strength: none; weakness: none ,a5435181-91be-47eb-9df1-002115e1fbdd
,319,aisha-love-the-life-of-the-party,aisha love the life of the party,Aisha always party during the weekend.,Female,hair: red; eyes: covered eyes; teeth: none; clothing: wolf skin ankara; accessories: yellow glasses; expression: hip; strength: none; weakness: none ,04eb2777-ccee-411d-be96-dfd02605b329
,320,amaka-the-tailor,amaka the tailor,She sews the most beautiful dress in the hood.,Female,hair: grey; eyes: covered eyes; teeth: none; clothing: black dress; accessories: yellow glasses; expression: happy; strength: none; weakness: none ,df0f57cd-1b63-4345-a5e3-1ee60d81d98c
TEAM SANDPAPER,321,omunyinyi-the-stoic,omunyinyi the stoic,Omunyinyi wears a Kitenge coat.,Male,hair: bald; eyes: teary; teeth: none; clothing: checked ankara; accessories: none; expression: teary; strength: powerful; weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab
,322,kamau-the-sleeper,kamau the sleeper,Kamau has his eyes closed as he meditates.,Male,hair: bald; eyes: closed; teeth:  none;  clothing: black ankara; accessories: none; expression: flat; strength: open to suggestion; weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf
,323,mutiso-the-lastborn,mutiso the lastborn,Mutiso is masked up but dozes off while waiting for food. ,Male,hair: bald; eyes: closed; teeth: none;  clothing: yellow ankara; accessories: none;  expression: tired; strength: consistency; weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200
,324,omondi-the-vegeterian,omondi the vegeterian,Omondi wears a green coat with lots of patterns. ,Male,hair: bald; eyes: sharp eyed; teeth: none;  clothing: green ankara; accessories: none; expression: alert; strength: leader; weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3
